word,gender,idf,meanfreq,has_a,has_e,has_i,has_o,has_u,has_y
"decerto1","n","2.73908564604058","2.676470588235294",0,1,0,1,0,0
"declamatio1","f","3.3029865312339","3.217391304347826",1,1,1,1,0,0
"decor1","m","0.943905437929074","1.7457627118644068",0,1,0,1,0,0
"decretum1","n","0.804180674262461","5.130769230769231",0,1,0,0,1,0
"decus1","n","0.588143747965836","4.645695364238411",0,1,0,0,1,0
"dedecus1","n","1.19719186721131","2.6936026936026938",0,1,0,0,1,0
"delectatio1","f","2.46899648267283","3.975609756097561",1,1,1,1,0,0
"delectus2","m","0.943905437929074","2.8728813559322033",0,1,0,0,1,0
"deliciae1","f","1.33469539096124","3.011111111111111",1,1,1,0,0,0
"delictum1","n","1.52276773911381","1.3544303797468353",0,1,1,0,1,0
"delubrum1","n","1.9196578916824","4.466666666666667",0,1,0,0,1,0
"dementia1","f","1.55976194659601","1.7229437229437237",1,1,1,0,0,0
"dens1","m","1.04518877376626","8.481818181818182",0,1,0,0,0,0
"desiderium1","n","1.1400479601077","5.422330097087379",0,1,1,0,1,0
"desidia1","f","1.99365847312617","2.1403508771929824",1,1,1,0,0,0
"despectus2","m","2.9196578916824","0.7555555555555549",0,1,0,0,1,0
"deus1","m","0.0583641625139888","44.69074923547401",0,1,0,0,1,0
"dextera1","f","0.495631609176298","5.3229813664596275",1,1,0,0,0,0
"diaeta1","f","4.6566234858486","2.3333333333333335",1,1,1,0,0,0
"Diana1","f","1.43423106451215","4.857142857142857",1,0,1,0,0,0
"dictator1","m","1.73908564604058","25.4607843137255",1,0,1,1,0,0
"dictum1","n","0.241585986569759","9.423611111111118",0,0,1,0,1,0
"dies1","f","0.0583641625139888","60.24770642201835",0,1,1,0,0,0
"digitus1","m","0.95618376770751","8.717948717948717",0,0,1,0,1,0
"diluvium1","n","4.01919356523331","1.7857142857142858",0,0,1,0,1,0
"dis2","m","0.531927738399288","1.9028662420382165",0,0,1,0,0,0
"discessus2","m","1.87235217690404","1.5403225806451613",0,1,1,0,1,0
"discidium1","n","2.73908564604058","2.014705882352941",0,0,1,0,1,0
"disciplina1","f","0.804180674262461","8.561538461538461",1,0,1,0,0,0
"discordia1","f","1.35081505632452","5.314606741573034",1,0,1,1,0,0
"discrimen1","n","0.90768525001632","7.380165289256198",0,1,1,0,0,0
"discus1","m","1.87235217690404","1.3306451612903225",0,0,1,0,1,0
"dissensio1","f","1.61709512166197","2.8378378378378377",0,1,1,1,0,0
"dissero2","m","0.884033981951675","4.134146341463414",0,1,1,1,0,0
"distractio1","f","6.24158598656976","1",1,0,1,1,0,0
"dius1","m","0.10544929858373","24.121248025276465",0,0,1,0,1,0
"diva1","f","1.89581114972803","1.4699453551912567",1,0,1,0,0,0
"diverto1","f","0.57862097384733","10.960526315789474",0,1,1,1,0,0
"dives1","f","0.226635645103787","6.996993127147767",0,1,1,0,0,0
"divortium1","n","2.57862097384733","1.763157894736842",0,0,1,1,1,0
"divus1","m","0.126108769149823","21.4415064102564",0,0,1,0,1,0
"divus2","m","0.126108769149823","21.441506410256412",0,0,1,0,1,0
"doctrina1","f","1.71802403051275","6.478260869565218",1,0,1,1,0,0
"documentum1","n","1.69726547034595","3.3142857142857145",0,1,0,1,1,0
"dolium1","n","1.55976194659601","2.292207792207792",0,0,1,1,1,0
"dolor1","m","0.417157551153213","20.038235294117648",0,0,0,1,0,0
"dolus1","m","0.676801367786233","2.974178403755866",0,0,0,1,1,0
"domicilium1","n","1.96856749216334","3.189655172413793",0,0,1,1,1,0
"domina1","f","1.01919356523331","4.416666666666666",1,0,1,1,0,0
"dominatus1","m","2.82654848729092","1.109375",1,0,1,1,1,0
"dominus1","m","0.460226273045099","13.622222222222222",0,0,1,1,1,0
"domus1","f","0.16833700453912","28.22772277227723",0,0,0,1,1,0
"donum1","n","0.495631609176298","6.201863354037267",0,0,0,1,1,0
"dorsum1","n","1.87235217690404","2.8548387096774195",0,0,0,1,1,0
"dos1","f","1.33469539096124","3.3833333333333333",0,0,0,1,0,0
"draco1","m","2.12610876914982","4.076923076923077",1,0,0,1,0,0
"ductor1","m","2.27195963561328","3.148936170212766",0,0,0,1,1,0
"ductus2","m","1.00636952487573","2.2610619469026547",0,0,0,0,1,0
"durus1","m","0.460226273045099","8.93030303030303",0,0,0,0,1,0
"dux1","m","0.241585986569759","19.9609375",0,0,0,0,1,0
"ebrius1","m","1.71802403051275","2.5652173913043477",0,1,1,0,1,0
"editum1","n","0.919657891682396","1.8027777777777774",0,1,1,0,1,0
"effatus1","m","3.3029865312339","1.2391304347826086",1,1,0,0,1,0
"effectum1","n","1.38360499144219","1.134099616858238",0,1,0,0,1,0
"effigies1","f","1.80418067426246","4.323076923076923",0,1,1,0,0,0
"egestas1","f","1.6367239284109","2.0547945205479454",1,1,0,0,0,0
"egregius1","m","0.707607414567408","7.532374100719425",0,1,1,0,1,0
"egressus2","m","1.41715755115321","2.0294117647058822",0,1,0,0,1,0
"elephantus1","m","1.78215436793246","8.848484848484848",1,1,0,0,1,0
"eligo1","m","0.697265470345949","6.47857142857143",0,1,1,1,0,0
"elix1","m","3.3029865312339","0.717391304347826",0,1,1,0,0,0
"eminentia1","n","2.69726547034595","1.2285714285714286",1,1,1,0,0,0
"Eos1","f","0.18269229751619","75.425",0,0,0,1,0,0
"ephemeris1","f","4.82654848729092","1.375",0,1,1,0,0,0
"epistolium1","n","4.50462039240355","1.15",0,1,1,1,1,0
"epistula1","f","1.59772979679503","17.64666666666667",1,1,1,0,1,0
"epulae1","f","0.968567492163343","3.2025862068965516",1,1,0,0,1,0
"epulum1","n","1.31875384709222","1.5934065934065933",0,1,0,0,1,0
"equa1","f","0.919657891682396","3.6166666666666667",1,1,0,0,1,0
"eques1","m","0.656623485848603","30.75",0,1,0,0,1,0
"equitatus1","m","1.849268563791","6.357142857142857",1,1,1,0,1,0
"equus1","m","0.39192025965419","17.15606936416185",0,1,0,0,1,0
"era1","f","0.676801367786233","3.368544600938966",1,1,0,0,0,0
"Erebus1","m","3.9196578916824","2.566666666666667",0,1,0,0,1,0
"eripio1","n","0.400283732588817","6.9476744186046515",0,1,1,1,0,0
"error1","m","0.460226273045099","6.212121212121212",0,1,0,1,0,0
"eruditulus1","m","7.82654848729092","1",0,1,1,0,1,0
"erus1","m","0.588143747965836","5.836644591611484",0,1,0,0,1,0
"essedarius1","m","5.50462039240355","2.2",1,1,1,0,1,0
"esuritio1","f","6.82654848729092","1.5",0,1,1,1,1,0
"Eumenides1","f","3.50462039240355","2.4",0,1,1,0,1,0
"eurus1","m","2.40028373258882","3.3488372093023258",0,1,0,0,1,0
"eventum1","n","1.59772979679503","1.1755555555555555",0,1,0,0,1,0
"eventus1","m","0.993658473126173","3.1023391812865504",0,1,0,0,1,0
"examen1","n","1.80418067426246","1.1384615384615382",1,1,0,0,0,0
"excelsus1","m","2.01919356523331","1.0178571428571428",0,1,0,0,1,0
"excessus1","m","2.9196578916824","1.1833333333333333",0,1,0,0,1,0
"excetra1","f","5.50462039240355","1",1,1,0,0,0,0
"excidium1","n","1.82654848729092","3.4921875",0,1,1,0,1,0
"exemplum1","n","0.279654027403278","11.294117647058824",0,1,0,0,1,0
"exerceo1","n","0.342732710026659","19.536312849162012",0,1,0,1,0,0
"exercitus2","m","0.636723928410898","22.456621004566216",0,1,1,0,1,0
"exitium1","n","1.11230296962479","4.623809523809523",0,1,1,0,1,0
"exitus2","m","0.588143747965836","3.294701986754967",0,1,1,0,1,0
"exorsa1","n","3.43423106451216","0.2976190476190476",1,1,0,1,0,0
"exortus2","m","1.69726547034595","1.9142857142857144",0,1,0,1,1,0
"experimentum1","n","2.40028373258882","5.72093023255814",0,1,1,0,1,0
"exsequiae1","f","2.09862803272772","2.1132075471698113",1,1,1,0,1,0
"exsilium1","n","0.771266051789726","3.4122807017543852",0,1,1,0,1,0
"exta1","n","1.61709512166197","3.141891891891892",1,1,0,0,0,0
"exuviae1","f","2.6566234858486","2.6666666666666665",1,1,1,0,1,0
"faba1","f","3.12610876914982","8.576923076923077",1,0,0,0,0,0
"faber1","m","1.40028373258882","2.7325581395348837",1,1,0,0,0,0
"fabrica1","f","2.9196578916824","1.7666666666666666",1,0,1,0,0,0
"fabula1","f","0.676801367786233","4.96830985915493",1,0,0,0,1,0
"facies1","f","0.666677150512526","7.1573426573426575",1,1,1,0,0,0
"facinus1","n","0.597729796795034","6.933333333333334",1,0,1,0,1,0
"factum1","n","0.147068387785469","18.226829268292683",1,0,0,0,1,0
"facundia1","f","2.01919356523331","2.8035714285714284",1,0,1,0,1,0
"fagus1","f","3.36711686865362","2.8181818181818183",1,0,0,0,1,0
"falsum1","n","0.302986531233902","2.3161231884057965",1,0,0,0,1,0
"fama1","f","0.33469539096124","15.95",1,0,0,0,0,0
"fames1","f","0.739085646040576","6.227941176470588",1,1,0,0,0,0
"familia1","f","0.739085646040576","9.022058823529411",1,0,1,0,0,0
"familiaris1","m","0.760459296833143","7.970149253731344",1,0,1,0,0,0
"famula1","f","2.61709512166197","3.0675675675675675",1,0,0,0,1,0
"fanum1","n","1.31875384709222","4.131868131868132",1,0,0,0,1,0
"fas1","-","0.749732890240084","2.303703703703704",1,0,0,0,0,0
"fascis1","m","1.21183864317571","3.438775510204082",1,0,1,0,0,0
"fasti1","m","2.18269229751619","1.0233333333333332",1,0,1,0,0,0
"fastidium1","n","1.45150905594399","2.5421686746987953",1,0,1,0,1,0
"fastus2","m","3.12610876914982","1.762820512820511",1,0,0,0,1,0
"fatum1","n","0.728516404330388","8.058394160583942",1,0,0,0,1,0
"fatuus1","m","3.12610876914982","2.1923076923076925",1,0,0,0,1,0
"fauces1","f","0.968567492163343","6.456896551724138",1,1,0,0,1,0
"Faunus1","m","2.78215436793246","3.9696969696969697",1,0,0,0,1,0
"fautor1","m","2.33469539096124","2.1",1,0,0,1,1,0
"favus1","m","2.82654848729092","3.625",1,0,0,0,1,0
"fax1","f","0.400283732588817","4.796511627906977",1,0,0,0,0,0
"febris1","f","2.07166098512745","19.51851851851852",0,1,1,0,0,0
"femella1","f","7.82654848729092","1",1,1,0,0,0,0
"femina1","f","0.636723928410898","9.815068493150685",1,1,1,0,0,0
"fera1","f","0.434231064512155","3.4370039682539675",1,1,0,0,0,0
"Ferentinum1","n","2.40028373258882","1.697674418604651",0,1,1,0,1,0
"feretrum1","n","4.12610876914982","2.1153846153846154",0,1,0,0,1,0
"ferocia1","f","2.36711686865362","3.1136363636363638",1,1,1,1,0,0
"ferrugo1","f","4.24158598656976","1.0416666666666667",0,1,0,1,1,0
"ferrum1","n","0.154123145319419","14.333333333333334",0,1,0,0,1,0
"ferus1","m","0.13306152979159","8.621175523349436",0,1,0,0,1,0
"festum1","n","1.12610876914982","1.7291666666666667",0,1,0,0,1,0
"fetus2","m","1.61709512166197","3.2094594594594597",0,1,0,0,1,0
"fibula1","f","2.82654848729092","3.03125",1,0,1,0,1,0
"fictor1","m","4.01919356523331","1.5",0,0,1,1,0,0
"fictum1","n","1.1400479601077","1.5242718446601942",0,0,1,0,1,0
"fidelis1","m","0.697265470345949","4.164285714285715",0,1,1,0,0,0
"fides1","f","0.13306152979159","11.07286634460547",0,1,1,0,0,0
"fides2","f","0.147068387785469","8.51260162601626",0,1,1,0,0,0
"fiducia1","f","1.05836416251399","5.871559633027523",1,0,1,0,1,0
"figura1","f","1.38360499144219","7.2011494252873565",1,0,1,0,1,0
"filia1","f","0.597729796795034","10.86",1,0,1,0,0,0
"filius1","m","0.302986531233902","27.375",0,0,1,0,1,0
"filix1","f","0.697265470345949","3.5821428571428573",0,0,1,0,0,0
"finis1","f","0.234091450022835","15.582901554404145",0,0,1,0,0,0
"fistula1","f","2.43423106451216","8.880952380952381",1,0,1,0,1,0
"flagitium1","n","1.16833700453912","4.742574257425742",1,0,1,0,1,0
"flagrantia1","f","3.73908564604058","0.8235294117647058",1,0,1,0,0,0
"flamen2","n","1.6566234858486","1.894675925925925",1,1,0,0,0,0
"flamma1","f","0.676801367786233","6.482394366197183",1,0,0,0,0,0
"flammeum1","n","2.96856749216334","0.7586206896551724",1,1,0,0,1,0
"flatus1","m","1.87235217690404","2.5",1,0,0,0,1,0
"fletus2","m","1.22663564510379","2.1030927835051547",0,1,0,0,1,0
"flexus2","m","1.87235217690404","1.6290322580645162",0,1,0,0,1,0
"flos1","m","0.815321231867661","5.512919896640831",0,0,0,1,0,0
"fluctus1","m","0.95618376770751","6.547008547008547",0,0,0,0,1,0
"flumen1","n","0.656623485848603","15.5625",0,1,0,0,1,0
"foedus2","n","0.739085646040576","7.794117647058823",0,1,0,1,1,0
"folium1","n","1.6367239284109","20.54794520547945",0,0,1,1,1,0
"fons1","f","0.676801367786233","7.683098591549296",0,0,0,1,0,0
"fores1","f","0.434231064512155","2.8343253968253954",0,1,0,1,0,0
"foris1","f","0.256692878959967","4.857017543859651",0,0,1,1,0,0
"forma1","f","0.279654027403278","6.56951871657754",1,0,0,1,0,0
"formica1","f","2.96856749216334","3.2758620689655173",1,0,1,1,0,0
"formido2","f","1.48669848440629","3.771604938271605",0,0,1,1,0,0
"fors1","f","0.154123145319419","9.916666666666666",0,0,0,1,0,0
"fortuna1","f","0.271959635613278","18.710106382978722",1,0,0,1,1,0
"forum1","n","0.204496667834539","7.627749576988155",0,0,0,1,1,0
"fossa1","f","1.40028373258882","2.8197674418604652",1,0,0,1,0,0
"fossor1","m","3.82654848729092","1.4375",0,0,0,1,0,0
"fragor1","m","1.80418067426246","3.5846153846153848",1,0,0,1,0,0
"frater1","m","0.33469539096124","21.677777777777777",1,1,0,0,0,0
"fraus1","f","0.597729796795034","6.39",1,0,0,0,1,0
"frenum1","n","1.57862097384733","1.5460526315789473",0,1,0,0,1,0
"frequentia1","f","1.19719186721131","1.5606060606060606",1,1,1,0,1,0
"fretum1","n","0.931730723982972","2.8809523809523805",0,1,0,0,1,0
"fretus1","m","0.707607414567408","3.2254196642685846",0,1,0,0,1,0
"frigus1","n","1.16833700453912","8.277227722772277",0,0,1,0,1,0
"frons1","f","1.15412314531942","3.661764705882353",0,0,0,1,0,0
"frons2","f","0.569160644598263","7.189542483660131",0,0,0,1,0,0
"fructus2","m","0.676801367786233","3.982394366197183",0,0,0,0,1,0
"fruor1","n","0.408695972405017","5.780701754385965",0,0,0,1,1,0
"frustum1","n","2.69726547034595","1.8",0,0,0,0,1,0
"frutex1","m","3.24158598656976","7.25",0,1,0,0,1,0
"fucus2","m","2.46899648267283","0.9471544715447153",0,0,0,0,1,0
"fuga1","f","0.550424082016677","12.412903225806451",1,0,0,0,1,0
"fulica1","f","5.24158598656976","1.4166666666666667",1,0,1,0,1,0
"fulmen1","n","0.943905437929074","5.139830508474576",0,1,0,0,1,0
"funda1","f","1.82654848729092","1.1145833333333324",1,0,0,0,1,0
"fundamentum1","n","1.67680136778623","3.1549295774647885",1,1,0,0,1,0
"fundus1","m","1.00636952487573","2.595870206489677",0,0,0,0,1,0
"funis1","m","1.89581114972803","3.442622950819672",0,0,1,0,1,0
"funus1","n","0.707607414567408","5.575539568345324",0,0,0,0,1,0
"fur1","m","1.16833700453912","8.509900990099009",0,0,0,0,1,0
"furca1","f","2.87235217690404","1.4838709677419355",1,0,0,0,1,0
"furia1","f","1.54114626842867","3.2948717948717947",1,0,1,0,1,0
"furor2","m","0.739085646040576","5.526960784313728",0,0,0,1,1,0
"furtum1","n","1.08508150088977","4.345794392523365",0,0,0,0,1,0
"fusus1","m","1.19719186721131","1.6531986531986531",0,0,0,0,1,0
"fusus2","m","1.15412314531942","1.6339869281045751",0,0,0,0,1,0
"galea1","f","1.69726547034595","4.485714285714286",1,1,0,0,0,0
"Galli1","m","0.837863800518749","4.740682414698162",1,0,1,0,0,0
"gallus1","m","0.718024030512746","5.837439613526572",1,0,0,0,1,0
"Gallus2","m","0.718024030512746","5.837439613526572",1,0,0,0,1,0
"ganeo1","m","4.6566234858486","0.9444444444444444",1,1,0,1,0,0
"gaudium1","n","0.697265470345949","6.828571428571428",1,0,1,0,1,0
"gaza1","f","2.50462039240355","2.025",1,0,0,0,0,0
"geminus1","m","0.98105843634654","6.017391304347826",0,1,1,0,1,0
"gemitus1","m","1.33469539096124","2.6666666666666665",0,1,1,0,1,0
"gemma1","f","1.89581114972803","5.762295081967213",1,1,0,0,0,0
"genae1","f","2.12610876914982","4.8701923076923075",1,1,0,0,0,0
"gener1","m","0.16833700453912","12.136138613861386",0,1,0,0,0,0
"genetrix1","f","2.57862097384733","4.578947368421052",0,1,1,0,0,0
"genitor1","m","2.18269229751619","7.25",0,1,1,1,0,0
"gens1","f","0.189923866747266","24.256281407035175",0,1,0,0,0,0
"genu1","n","0.204496667834539","7.121827411167508",0,1,0,0,1,0
"genus1","n","0.13306152979159","20.18961352657005",0,1,0,0,1,0
"germana1","f","2.07166098512745","1.5462962962962963",1,1,0,0,0,0
"Germanicus1","m","2.9196578916824","12.433333333333334",1,1,1,0,1,0
"germanus1","m","1.19719186721131","5.348484848484849",1,1,0,0,1,0
"germen1","n","3.18269229751619","2.66",0,1,0,0,0,0
"gingiva1","f","5.01919356523331","14",1,0,1,0,0,0
"glacies1","f","2.50462039240355","1.75",1,1,1,0,0,0
"gladiator1","m","1.59772979679503","3.9133333333333336",1,0,1,1,0,0
"glaeba1","f","2.21183864317571","3.4081632653061225",1,1,0,0,0,0
"glarea1","f","3.82654848729092","1.8125",1,1,0,0,0,0
"gloria1","f","0.417157551153213","10.611764705882353",1,0,1,1,0,0
"gradus1","m","0.442844194816863","5.862275449101796",1,0,0,0,1,0
"Graecus1","m","0.48669848440629","19.669753086419753",1,1,0,0,1,0
"Graius1","m","1.73908564604058","5.176470588235294",1,0,1,0,1,0
"gramen1","n","2.27195963561328","4.340425531914893",1,1,0,0,0,0
"grates1","f","0.931730723982972","2.6176470588235294",1,1,0,0,0,0
"gratia1","f","0.249119659255166","18.706806282722514",1,0,1,0,0,0
"gremium1","n","1.80418067426246","3.076923076923077",0,1,1,0,1,0
"gressus2","m","2.24158598656976","2.1770833333333335",0,1,0,0,1,0
"grex1","m","0.968567492163343","4.931034482758621",0,1,0,0,0,0
"gubernator1","m","1.57862097384733","2.651315789473684",1,1,0,1,1,0
"gurges1","m","1.50462039240355","4.0125",0,1,0,0,1,0
"gutta1","f","2.33469539096124","2.9555555555555557",1,0,0,0,1,0
"guttur1","n","2.18269229751619","2.94",0,0,0,0,1,0
"habena1","f","2.07166098512745","4.592592592592593",1,1,0,0,0,0
"habitus2","m","0.522767739113812","3.357594936708859",1,0,1,0,1,0
"haedus1","m","1.48669848440629","2.0411522633744865",1,1,0,0,1,0
"hamadryas1","f","5.82654848729092","1.25",1,0,0,0,0,1
"harena1","f","1.46899648267283","7.317073170731708",1,1,0,0,0,0
"haruspex1","m","1.61709512166197","4.425675675675675",1,1,0,0,1,0
"hasta1","f","0.993658473126173","7.552631578947368",1,0,0,0,0,0
"hastile1","n","2.6566234858486","1.8055555555555556",1,1,1,0,0,0
"haustus2","m","2.15412314531942","1.0980392156862746",1,0,0,0,1,0
"hedera1","f","2.57862097384733","4.2631578947368425",1,1,0,0,0,0
"heres1","m","1.19719186721131","5.106060606060606",0,1,0,0,0,0
"heros1","m","2.27195963561328","2.3829787234042548",0,1,0,1,0,0
"herous1","m","2.50462039240355","1.4874999999999998",0,1,0,1,1,0
"Hesperia1","f","3.43423106451216","2.380952380952381",1,1,1,0,0,0
"hiatus1","m","2.04518877376626","1.5363636363636364",1,0,1,0,1,0
"hiberna1","n","1.15412314531942","2.5032679738562105",1,1,1,0,0,0
"hiems1","f","0.739085646040576","6.860294117647059",0,1,1,0,0,0
"hinnuleus1","m","6.24158598656976","1.6666666666666667",0,1,1,0,1,0
"historia1","f","1.76045929683314","10.313432835820896",1,0,1,1,0,0
"homicidium1","n","3.36711686865362","2.409090909090909",0,0,1,1,1,0
"homo1","m","0.0986280327277157","64.45283018867924",0,0,0,1,0,0
"honor1","m","0.264306063069842","12.433862433862434",0,0,0,1,0,0
"hora1","f","0.597729796795034","8.266666666666667",1,0,0,1,0,0
"horologium1","n","5.50462039240355","5.2",0,0,1,1,1,0
"horreum1","n","1.71802403051275","2.260869565217391",0,1,0,1,1,0
"hortus1","m","1.28738967618288","4.602150537634409",0,0,0,1,1,0
"hospes1","m","0.541146268428667","4.4855769230769225",0,1,0,1,0,0
"hospita1","f","1.82654848729092","1.11328125",1,0,1,1,0,0
"hospitium1","n","0.793125485753465","4.3759541984732815",0,0,1,1,1,0
"hostia1","f","1.04518877376626","4.545454545454546",1,0,1,1,0,0
"hostis1","m","0.264306063069842","64.12698412698413",0,0,1,1,0,0
"humus1","f","1.04518877376626","5.863636363636363",0,0,0,0,1,0
"hydria1","f","5.82654848729092","2",1,0,1,0,0,1
"hymenaeus1","m","3.24158598656976","2.7291666666666665",1,1,0,0,1,1
"ictus2","m","0.749732890240084","9.518518518518519",0,0,1,0,1,0
"idiota1","m","5.01919356523331","1.5714285714285714",1,0,1,1,0,0
"ignavia1","f","1.87235217690404","3.4193548387096775",1,0,1,0,0,0
"ignis1","m","0.367116868653618","17.073863636363637",0,0,1,0,0,0
"ilia1","n","1.38360499144219","1.6513409961685819",1,0,1,0,0,0
"imago1","f","0.597729796795034","7.933333333333334",1,0,1,1,0,0
"imbecillitas1","f","2.3029865312339","4.304347826086956",1,1,1,0,0,0
"imber1","m","0.860764202628828","5.736",0,1,1,0,0,0
"immensum2","n","1.9196578916824","1.1722222222222227",0,1,1,0,1,0
"immerens1","m","4.82654848729092","1.25",0,1,1,0,0,0
"immunitas1","f","3.36711686865362","1.9318181818181819",1,0,1,0,1,0
"impedimentum1","n","1.45150905594399","5.506024096385542",0,1,1,0,1,0
"impensa1","f","1.69726547034595","1.0964285714285715",1,1,1,0,0,0
"imperator1","m","0.728516404330388","21.557177615571785",1,1,1,1,0,0
"imperatum1","n","1.18269229751619","2.518333333333335",1,1,1,0,1,0
"imperium1","n","0.318753847092219","27.89010989010989",0,1,1,0,1,0
"impetus1","m","0.550424082016677","14.55483870967742",0,1,1,0,1,0
"impudicitia1","f","3.24158598656976","2.5416666666666665",1,0,1,0,1,0
"inambulatio1","f","6.24158598656976","1",1,0,1,1,1,0
"inane1","n","0.837863800518749","2.6141732283464565",1,1,1,0,0,0
"incendium1","n","0.90768525001632","6.070247933884297",0,1,1,0,1,0
"inceptum1","n","1.59772979679503","1.9244444444444435",0,1,1,0,1,0
"inceptus2","m","2.36711686865362","1.0378787878787876",0,1,1,0,1,0
"incertum1","n","0.477820333059837","2.349693251533741",0,1,1,0,1,0
"incessus1","m","2.09862803272772","1.0849056603773586",0,1,1,0,1,0
"inclementia1","f","4.12610876914982","0.8846153846153846",1,1,1,0,0,0
"incola1","f","1.48669848440629","3.185185185185185",1,0,1,1,0,0
"incommodum1","n","1.18269229751619","1.9083333333333334",0,0,1,1,1,0
"incunabula1","n","3.24158598656976","1.4166666666666667",1,0,1,0,1,0
"index1","f","1.08508150088977","1.3660436137071652",0,1,1,0,0,0
"indicium1","n","0.849268563790999","6.099206349206349",0,0,1,0,1,0
"industria1","f","1.08508150088977","2.560747663551402",1,0,1,0,1,0
"ineptia1","f","2.46899648267283","1.353658536585366",1,1,1,0,0,0
"inertia1","f","1.61709512166197","1.4932432432432432",1,1,1,0,0,0
"infamia1","f","1.50462039240355","2.3625",1,0,1,0,0,0
"infernus1","m","1.99365847312617","3.1403508771929824",0,1,1,0,1,0
"ingenium1","n","0.287389676182884","12.897849462365592",0,1,1,0,1,0
"ingressus2","m","1.24158598656976","1.6319444444444446",0,1,1,0,1,0
"inimicitia1","f","1.67680136778623","3.8450704225352115",1,0,1,0,0,0
"inimicus1","m","0.342732710026659","7.960893854748603",0,0,1,0,1,0
"iniquus1","m","0.626876142454551","6.01360544217687",0,0,1,0,1,0
"initium1","n","0.815321231867661","7.104651162790698",0,0,1,0,1,0
"innocens1","m","1.07166098512745","4.805555555555555",0,1,1,1,0,0
"inopia1","f","1.01919356523331","5.392857142857143",1,0,1,1,0,0
"inops1","m","0.884033981951675","3.154471544715447",0,0,1,1,0,0
"insania1","f","1.61709512166197","2.891891891891892",1,0,1,0,0,0
"inscitia1","f","2.24158598656976","2",1,0,1,0,0,0
"insidiae1","f","0.676801367786233","6.063380281690141",1,1,1,0,0,0
"insigne1","n","0.728516404330388","3.7165450121654495",0,1,1,0,0,0
"insolentia1","f","2.18269229751619","1.67",1,1,1,1,0,0
"insomnium1","n","3.18269229751619","0.9133333333333326",0,0,1,1,1,0
"insons1","-","2.01919356523331","2.8214285714285716",0,0,1,1,0,0
"institutum1","n","1.18269229751619","3.165",0,0,1,0,1,0
"instrumentum1","n","1.48669848440629","3.123456790123457",0,1,1,0,1,0
"insula1","f","0.98105843634654","14.208695652173914",1,0,1,0,1,0
"intellegentia1","f","3.07166098512745","1.8333333333333333",1,1,1,0,0,0
"intemperantia1","f","2.50462039240355","1.9",1,1,1,0,0,0
"intervallum1","n","1.1400479601077","6.980582524271845",1,1,1,0,1,0
"interventus1","m","2.69726547034595","0.7857142857142857",0,1,1,0,1,0
"intibum1","n","6.24158598656976","2.3333333333333335",0,0,1,0,1,0
"inventum1","n","0.782154367932462","2.4570707070707063",0,1,1,0,1,0
"invidia1","f","0.607379966828753","9.161073825503356",1,0,1,0,0,0
"invidus1","m","1.87235217690404","1.9193548387096775",0,0,1,0,1,0
"ira1","f","0.442844194816863","16.909181636726547",1,0,1,0,0,0
"Italicus1","m","1.69726547034595","3.3285714285714287",1,0,1,0,1,0
"iter1","n","0.342732710026659","13.594972067039107",0,1,1,0,0,0
"Iuppiter1","m","0.39192025965419","16.34971098265896",0,1,1,0,1,0
"ius2","m","0.112302969624792","15.58611111111111",0,0,1,0,1,0
"labellum1","n","3.43423106451216","1.1666666666666667",1,1,0,0,1,0
"labellum2","n","3.43423106451216","1.1666666666666667",1,1,0,0,1,0
"labor2","m","0.256692878959967","10.904385964912281",1,0,0,1,0,0
"labrum1","n","1.73908564604058","1.75",1,0,0,0,1,0
"lac1","n","1.41715755115321","12.68235294117647",1,0,0,0,0,0
"lacertus1","m","1.69726547034595","1.916666666666665",1,1,0,0,1,0
"lacrima1","f","0.569160644598263","8.313725490196079",1,0,1,0,0,0
"lacus1","m","1.05836416251399","6.518348623853211",1,0,0,0,1,0
"laetitia1","f","0.793125485753465","4.633587786259542",1,1,1,0,0,0
"laeva1","n","1.1400479601077","2.6618122977346275",1,1,0,0,0,0
"lamenta1","f","2.73908564604058","0.9264705882352942",1,1,0,0,0,0
"lana1","f","1.80418067426246","6.446153846153846",1,0,0,0,0,0
"languidus1","m","1.61709512166197","2.5",1,0,1,0,1,0
"lanterna1","f","5.24158598656976","1.6666666666666667",1,1,0,0,0,0
"lapidatio1","f","4.6566234858486","1.6666666666666667",1,0,1,1,0,0
"lapis1","m","0.666677150512526","6",1,0,1,0,0,0
"lapsus2","m","1.04518877376626","1.2825757575757577",1,0,0,0,1,0
"laqueus1","m","1.43423106451215","2.238095238095238",1,1,0,0,1,0
"largitio1","f","2.15412314531942","4.254901960784314",1,0,1,1,0,0
"larva1","f","4.12610876914982","1.4615384615384615",1,0,0,0,0,0
"lasanum1","n","6.82654848729092","1",1,0,0,0,1,0
"lascivia1","f","1.87235217690404","1.653225806451613",1,0,1,0,0,0
"later1","m","0.51366553200656","6.085953878406707",1,1,0,0,0,0
"latex1","m","2.9196578916824","2.8333333333333335",1,1,0,0,0,0
"Latinae1","f","1.11230296962479","2.466666666666667",1,1,1,0,0,0
"latro2","m","1.15412314531942","5.259803921568627",1,0,0,1,0,0
"latrocinium1","n","1.69726547034595","3.1857142857142855",1,0,1,1,1,0
"latus2","n","0.400283732588817","3.8774224806201523",1,0,0,0,1,0
"laus1","f","0.408695972405017","10.669590643274853",1,0,0,0,1,0
