word,gender,idf,meanfreq,has_a,has_e,has_i,has_o,has_u,has_y
"lea1","f","4.01919356523331","2",1,1,0,0,0,0
"leaena1","f","3.57862097384733","2.526315789473684",1,1,0,0,0,0
"lectio1","f","1.87235217690404","8.483870967741936",0,1,1,1,0,0
"lectulus1","m","2.3029865312339","2.9347826086956523",0,1,0,0,1,0
"lectus2","m","0.522767739113812","2.355485232067511",0,1,0,0,1,0
"legatio1","f","1.36711686865362","10.443181818181818",1,1,1,1,0,0
"legatus1","m","0.95618376770751","17.347578347578338",1,1,0,0,1,0
"legio1","f","0.968567492163343","31.594827586206897",0,1,1,1,0,0
"letum1","n","1.45150905594399","4.13855421686747",0,1,0,0,1,0
"lex1","f","0.0918388670650768","18.655712050078254",0,1,0,0,0,0
"libellus1","m","1.6566234858486","5.645833333333333",0,1,1,0,1,0
"liberi1","m","0.367116868653618","6.458806818181817",0,1,1,0,0,0
"liberta1","f","0.90768525001632","1.3168044077134988",1,1,1,0,0,0
"libertas1","f","0.495631609176298","12.76604554865424",1,1,1,0,0,0
"libum1","n","2.43423106451216","0.892857142857143",0,0,1,0,1,0
"licentia1","f","0.826548487290915","2.6171875",1,1,1,0,0,0
"lignum1","n","1.22663564510379","5",0,0,1,0,1,0
"lilium1","n","2.9196578916824","3.2",0,0,1,0,1,0
"limen1","n","0.968567492163343","5.810344827586207",0,1,1,0,0,0
"limus3","m","1.9196578916824","0.8083333333333335",0,0,1,0,1,0
"lineamentum1","n","3.07166098512745","1.6296296296296295",1,1,1,0,1,0
"lingua1","f","0.408695972405017","8.619883040935672",1,0,1,0,1,0
"linteum1","n","1.96856749216334","1.5862068965517242",0,1,1,0,1,0
"linum1","n","2.07166098512745","8.37037037037037",0,0,1,0,1,0
"lis1","f","0.782154367932462","3.178030303030303",0,0,1,0,0,0
"littera1","f","0.468996482672831","28.283536585365855",1,1,1,0,0,0
"litus2","m","1.00636952487573","3.495575221238938",0,0,1,0,1,0
"lituus1","m","2.82654848729092","2.734375",0,0,1,0,1,0
"locus1","m","0.0850815008897681","49.03738317757009",0,0,0,1,1,0
"lorum1","n","1.87235217690404","2.596774193548387",0,0,0,1,1,0
"lucellum1","n","4.50462039240355","1.3",0,1,0,0,1,0
"lucrum1","n","1.21183864317571","3.2142857142857144",0,0,0,0,1,0
"luctus1","m","0.98105843634654","3.0652173913043477",0,0,0,0,1,0
"lucumo1","m","5.24158598656976","4.666666666666667",0,0,0,1,1,0
"lucus1","m","0.417157551153213","3.1088235294117625",0,0,0,0,1,0
"lucus2","m","0.417157551153213","2.973529411764704",0,0,0,0,1,0
"ludibrium1","n","1.52276773911381","2.9240506329113924",0,0,1,0,1,0
"ludus1","m","0.468996482672831","6.482723577235773",0,0,0,0,1,0
"lumen1","n","0.718024030512746","9.927536231884059",0,1,0,0,1,0
"luna1","f","0.919657891682396","5.720833333333333",1,0,0,0,1,0
"lupa1","f","2.40028373258882","1.6395348837209303",1,0,0,0,1,0
"lupanar1","n","3.50462039240355","2.5",1,0,0,0,1,0
"lupus1","m","1.1400479601077","4.140776699029126",0,0,0,0,1,0
"lustrum1","n","1.55976194659601","1.458874458874458",0,0,0,0,1,0
"lutum2","n","2.07166098512745","1.537037037037037",0,0,0,0,1,0
"lux1","f","0.342732710026659","7.581005586592181",0,0,0,0,1,0
"luxuria1","f","1.3029865312339","3.652173913043476",1,0,1,0,1,0
"luxuries1","f","3.57862097384733","1.6666666666666652",0,1,1,0,1,0
"Lyaeus1","m","3.36711686865362","2.409090909090909",1,1,0,0,1,1
"lympha1","f","3.24158598656976","2.875",1,0,0,0,0,1
"lyra1","f","2.36711686865362","3.3636363636363638",1,0,0,0,0,1
"machina1","f","1.57862097384733","3.5789473684210527",1,0,1,0,0,0
"macies1","f","2.33469539096124","2.2888888888888888",1,1,1,0,0,0
"macula1","f","1.6367239284109","2.2739726027397262",1,0,0,0,1,0
"Maecenas1","-","3.12610876914982","4.615384615384615",1,1,0,0,0,0
"magis2","f","0.147068387785469","8.994390243902446",1,0,1,0,0,0
"magister1","m","0.626876142454551","9.023809523809524",1,1,1,0,0,0
"magistra1","f","1.57862097384733","1.3355263157894737",1,0,1,0,0,0
"magistratus1","m","0.993658473126173","19.219298245614034",1,0,1,0,1,0
"magnificentia1","f","2.40028373258882","2.488372093023256",1,1,1,0,0,0
"magus1","m","1.07166098512745","2.014814814814814",1,0,0,0,1,0
"magus2","m","0.126108769149823","10.12427884615385",1,0,0,0,1,0
"mala1","f","0.249119659255166","1.9056095736723997",1,0,0,0,0,0
"maledictum1","n","1.849268563791","1.1746031746031746",1,1,1,0,1,0
"maleficus1","m","2.61709512166197","1.8243243243243243",1,1,1,0,1,0
"malum1","n","0.119189355210032","5.330827067669172",1,0,0,0,1,0
"malum2","n","0.119189355210032","5.330827067669172",1,0,0,0,1,0
"malus1","m","0.112302969624792","7.742902494331065",1,0,0,0,1,0
"malus3","m","0.112302969624792","7.742902494331065",1,0,0,0,1,0
"mandatum1","n","0.860764202628828","2.7306666666666666",1,0,0,0,1,0
"mandatus2","m","1.6566234858486","1.1898148148148147",1,0,0,0,1,0
"mane1","f","1.04518877376626","1.5878787878787868",1,1,0,0,0,0
"manes1","m","0.39192025965419","4.645472061657036",1,1,0,0,0,0
"manicae1","f","3.12610876914982","1.3846153846153846",1,1,1,0,0,0
"mantica1","f","5.82654848729092","1",1,0,1,0,0,0
"manupretium1","n","4.82654848729092","1.75",1,1,1,0,1,0
"manus1","f","0.112302969624792","32.923809523809524",1,0,0,0,1,0
"mare1","n","0.18269229751619","13.1575",1,1,0,0,0,0
"margo1","f","2.40028373258882","4.209302325581396",1,0,0,1,0,0
"maritus1","m","1.19719186721131","7.98484848484848",1,0,1,0,1,0
"Mars1","m","0.895811149728029","5.627049180327869",1,0,0,0,0,0
"mastigia1","m","4.6566234858486","1.5555555555555556",1,0,1,0,0,0
"mater1","f","0.358942937207918","9.087570621468927",1,1,0,0,0,0
"mater2","f","0.358942937207918","9.087570621468927",1,1,0,0,0,0
"materia1","f","0.860764202628828","11.04",1,1,1,0,0,0
"matrona1","f","1.25669287895997","4.315789473684211",1,0,0,1,0,0
"maxilla1","f","3.57862097384733","6.842105263157895",1,0,1,0,0,0
"meatus1","m","2.87235217690404","1.7419354838709677",1,1,0,0,1,0
"medica1","f","1.45150905594399","1.3554216867469884",1,1,1,0,0,0
"medium1","n","0.219218173541304","6.9008547008546985",0,1,1,0,1,0
"medius1","m","0.197191867211305","9.988215488215488",0,1,1,0,1,0
"medulla1","f","2.07166098512745","5.2407407407407405",1,1,0,0,1,0
"Medusa1","f","4.12610876914982","2.3846153846153846",1,1,0,0,1,0
"mel1","n","1.45150905594399","18.19277108433735",0,1,0,0,0,0
"membrum1","n","0.617095121661965","10.47972972972973",0,1,0,0,1,0
"memoria1","f","0.646639397275981","10.796551724137931",1,1,1,1,0,0
"mendacium1","n","1.22663564510379","3",1,1,1,0,1,0
"mens1","f","0.197191867211305","12.389730639730637",0,1,0,0,0,0
"mensa1","f","0.884033981951675","2.0291327913279145",1,1,0,0,0,0
"mensis1","m","0.550424082016677","6.16720430107527",0,1,1,0,0,0
"mensor1","m","4.82654848729092","1.2916666666666665",0,1,0,1,0,0
"mentio1","f","0.968567492163343","4.1594827586206895",0,1,1,1,0,0
"mentula1","f","6.82654848729092","25.5",1,1,0,0,1,0
"mentum1","n","0.468996482672831","4.1412601626016246",0,1,0,0,1,0
"mercator1","m","1.76045929683314","2.099502487562188",1,1,0,1,0,0
"mercatus1","m","1.9196578916824","0.9361111111111112",1,1,0,0,1,0
"mercimonium1","n","4.6566234858486","1.3333333333333333",0,1,1,1,1,0
"Mercurius1","m","2.04518877376626","4.763636363636364",0,1,1,0,1,0
"mergus1","m","2.36711686865362","1.3522727272727273",0,1,0,0,1,0
"meritum1","n","0.350815056324517","2.7963483146067407",0,1,1,0,1,0
"meta1","f","1.80418067426246","1.2230769230769225",1,1,0,0,0,0
"metus1","m","0.318753847092219","17.546703296703296",0,1,0,0,1,0
"mica1","f","4.01919356523331","1.3214285714285714",1,0,1,0,0,0
"miles1","m","0.375337375458586","37.98571428571429",0,1,1,0,0,0
"militaris1","m","0.95618376770751","7.602564102564102",1,0,1,0,0,0
"militia1","f","0.968567492163343","7.5344827586206895",1,0,1,0,0,0
"milium1","n","0.656623485848603","14.715277777777779",0,0,1,0,1,0
"mina1","f","0.793125485753465","2.4974554707379135",1,0,1,0,0,0
"minae1","f","0.826548487290915","2.2278645833333335",1,1,1,0,0,0
"minister1","m","0.95618376770751","3.754985754985755",0,1,1,0,0,0
"ministerium1","n","1.55976194659601","4.675324675324675",0,1,1,0,1,0
"miraculum1","n","1.78215436793246","6.393939393939394",1,0,1,0,1,0
"mitra1","f","3.50462039240355","1.8",1,0,1,0,0,0
"moderatio1","f","1.54114626842867","3.269230769230769",1,1,1,1,0,0
"moderator1","m","2.6566234858486","1.75",1,1,0,1,0,0
"modestia1","f","1.41715755115321","3.211764705882353",1,1,1,1,0,0
"modus1","m","0.0783556377014548","40.174418604651166",0,0,0,1,1,0
"moecha1","f","4.82654848729092","3.6875",1,1,0,1,0,0
"moechus1","m","3.50462039240355","2.825",0,1,0,1,1,0
"moenia1","n","0.860764202628828","9.144",1,1,1,1,0,0
"mola1","f","2.01919356523331","1.2839285714285718",1,0,0,1,0,0
"moles1","f","0.968567492163343","3.8676724137931027",0,1,0,1,0,0
"molestia1","f","1.80418067426246","4.538461538461538",1,1,1,1,0,0
"molimentum1","m","2.54114626842867","0.696153846153846",0,1,1,1,1,0
"monile1","n","2.87235217690404","1.935483870967742",0,1,1,1,0,0
"monitum1","n","1.94390543792907","1.1610169491525422",0,0,1,1,1,0
"monitus2","m","1.59772979679503","1.2444444444444442",0,0,1,1,1,0
"mons1","m","0.477820333059837","18.803680981595093",0,0,0,1,0,0
"monstrum1","n","1.21183864317571","3.7653061224489797",0,0,0,1,1,0
"monumentum1","n","0.943905437929074","4.872881355932203",0,1,0,1,1,0
"mora1","f","0.400283732588817","2.7102713178294553",1,0,0,1,0,0
"morbus1","m","0.495631609176298","14.70807453416149",0,0,0,1,1,0
"mors1","f","0.249119659255166","24.61780104712042",0,0,0,1,0,0
"morsus2","m","1.67680136778623","2.9788732394366195",0,0,0,1,1,0
"mortuus1","m","0.569160644598263","4.0816993464052285",0,0,0,1,1,0
"morum1","n","0.189923866747266","4.067839195979897",0,0,0,1,1,0
"mos1","m","0.0918388670650768","13.497652582159622",0,0,0,1,0,0
"motus2","m","0.531927738399288","6.2834394904458595",0,0,0,1,1,0
"mulier1","f","0.626876142454551","12.142857142857142",0,1,1,0,1,0
"muliercula1","f","2.46899648267283","1.951219512195122",1,1,1,0,1,0
"multa1","f","0.0850815008897681","14.46144859813084",1,0,0,0,1,0
"multa2","n","0.10544929858373","12.51935229067931",1,0,0,0,1,0
"munditia1","f","2.6566234858486","1.8611111111111112",1,0,1,0,1,0
"municipium1","n","2.12610876914982","5.403846153846154",0,0,1,0,1,0
"munificentia1","f","2.6566234858486","2.1944444444444446",1,1,1,0,1,0
"munus1","n","0.318753847092219","10.862637362637363",0,0,0,0,1,0
"murus1","m","0.686997134892121","12.4822695035461",0,0,0,0,1,0
"mus1","f","0.154123145319419","7.228758169934641",0,0,0,0,1,0
"Musa1","f","1.78215436793246","5.212121212121212",1,0,0,0,1,0
"musca1","f","3.07166098512745","2.9074074074074074",1,0,0,0,1,0
"muscus1","m","3.36711686865362","2.0681818181818183",0,0,0,0,1,0
"myrica1","f","5.50462039240355","2",1,0,1,0,0,1
"naris1","f","1.59772979679503","5.76",1,0,1,0,0,0
"nascor1","m","0.119189355210032","13.553588516746398",1,0,0,1,0,0
"nasus1","m","1.94390543792907","2.830508474576271",1,0,0,0,1,0
"nata1","f","0.656623485848603","1.484953703703703",1,0,0,0,0,0
"natio1","f","1.24158598656976","5.875",1,0,1,1,0,0
"natis1","f","0.760459296833143","1.1104477611940304",1,0,1,0,0,0
"natura1","f","0.408695972405017","30.12280701754386",1,0,0,0,1,0
"natus1","m","0.197191867211305","4.735016835016839",1,0,0,0,1,0
"nauta1","m","1.35081505632452","4.151685393258427",1,0,0,0,1,0
"navicula1","f","3.6566234858486","1.4444444444444444",1,0,1,0,1,0
"navigium1","n","1.80418067426246","4.3538461538461535",1,0,1,0,1,0
"navis1","f","0.495631609176298","18.539337474120078",1,0,1,0,0,0
"necessarius1","m","0.860764202628828","14.264",1,1,1,0,1,0
"negotiator1","m","2.9196578916824","3.216666666666667",1,1,1,1,0,0
"negotium1","n","0.57862097384733","8.75",0,1,1,1,1,0
"nemo1","m","0.219218173541304","19.828205128205116",0,1,0,1,0,0
"nemus1","n","1.21183864317571","4.501700680272112",0,1,0,0,1,0
"nepos1","m","1.05836416251399","6.284403669724771",0,1,0,1,0,0
"nequitia1","f","2.18269229751619","3.36",1,1,1,0,1,0
"nervus1","m","0.968567492163343","8.189655172413794",0,1,0,0,1,0
"nex1","f","1.1400479601077","3.237864077669903",0,1,0,0,0,0
"nexus2","m","2.40028373258882","1.7906976744186047",0,1,0,0,1,0
"nihil1","n","0.0783556377014548","58.98139534883721",0,0,1,0,0,0
"nihilum1","n","0.477820333059837","5.222903885480573",0,0,1,0,1,0
"nimbus1","m","1.96856749216334","3.7241379310344827",0,0,1,0,1,0
"nimium1","n","0.189923866747266","6.399497487437182",0,0,1,0,1,0
"nisus2","m","2.12610876914982","1.4807692307692308",0,0,1,0,1,0
"nitor2","m","1.99365847312617","2.5701754385964914",0,0,1,1,0,0
"nix1","f","1.36711686865362","3.340909090909091",0,0,1,0,0,0
"nobilis1","m","0.442844194816863","11.81437125748503",0,0,1,1,0,0
"nobilitas1","f","0.95618376770751","3.1666666666666665",1,0,1,1,0,0
"nodus1","m","1.61709512166197","3.175675675675676",0,0,0,1,1,0
"nomen1","n","0.0986280327277157","38.23349056603774",0,1,0,1,0,0
"nosco1","m","0.10544929858373","13.679462875197483",0,0,0,1,0,0
"nota1","f","0.408695972405017","1.8871345029239768",1,0,0,1,0,0
"notitia1","f","1.6566234858486","2.9444444444444446",1,0,1,1,0,0
"Notus2","m","0.279654027403278","3.5456327985739753",0,0,0,1,1,0
"noverca1","f","2.01919356523331","4.107142857142857",1,1,0,1,0,0
"novi1","m","0.175496796111986","5.240464344941959",0,0,1,1,0,0
"novus1","m","0.112302969624792","16.461111111111116",0,0,0,1,1,0
"nox1","f","0.161212570105739","23.83743842364532",0,0,0,1,0,0
"noxa1","f","1.50462039240355","3.975",1,0,0,1,0,0
"nubes1","f","1.21183864317571","4.979591836734694",0,1,0,0,1,0
"nubila1","n","2.46899648267283","2.4796747967479664",1,0,1,0,1,0
"nubo1","n","0.656623485848603","4.141203703703704",0,0,0,1,1,0
"numen1","n","1.08508150088977","13.495327102803738",0,1,0,0,1,0
"numerus1","m","0.310848649006873","13.950819672131148",0,1,0,0,1,0
"Numida1","m","2.24158598656976","14.458333333333334",1,0,1,0,1,0
"nummus1","m","1.18269229751619","5.63",0,0,0,0,1,0
"nuptiae1","f","1.41715755115321","6.482352941176471",1,1,1,0,1,0
"nutrix1","f","1.40028373258882","2.558139534883721",0,0,1,0,1,0
"nymphe1","f","2.69726547034595","6.228571428571429",0,1,0,0,0,1
"obaeratus1","m","4.24158598656976","1.25",1,1,0,1,1,0
"obsequium1","n","1.40028373258882","3.145348837209302",0,1,1,1,1,0
"observantia1","f","3.57862097384733","1.6842105263157894",1,1,1,1,0,0
"obsonium1","n","3.01919356523331","2.3214285714285716",0,0,1,1,1,0
"occasio1","f","0.87235217690404","6.975806451612903",1,0,1,1,0,0
"occasus2","m","1.28738967618288","2.5",1,0,0,1,1,0
"occupatio1","f","2.43423106451216","3.0714285714285716",1,0,1,1,1,0
"Oceanus1","m","1.16833700453912","6.079207920792079",1,1,0,0,1,0
"ocellus1","m","3.6566234858486","3.1666666666666665",0,1,0,1,1,0
"oculus1","m","0.189923866747266","21.00502512562814",0,0,0,1,1,0
"odium1","n","0.434231064512155","8.238095238095237",0,0,1,1,1,0
"odor1","m","1.1400479601077","4.946601941747573",0,0,0,1,0,0
"officium1","n","0.350815056324517","10.058988764044944",0,0,1,1,1,0
"oleum1","n","1.78215436793246","13.803030303030303",0,1,0,1,1,0
"olor1","m","3.73908564604058","1.7058823529411764",0,0,0,1,0,0
"Olympus1","m","2.07166098512745","4.703703703703703",0,0,0,0,1,1
"omen1","n","1.25669287895997","6.063157894736842",0,1,0,1,0,0
"onus1","n","0.646639397275981","4.696551724137931",0,0,0,1,1,0
"opera1","f","0.279654027403278","11.277183600713009",1,1,0,1,0,0
"opinio1","f","0.782154367932462","8.780303030303031",0,0,1,1,0,0
"opis1","f","0.279654027403278","5.8912655971479495",0,0,1,1,0,0
"oppidum1","n","0.646639397275981","17.46551724137931",0,0,1,1,1,0
"ops1","f","0.279654027403278","6.46880570409982",0,0,0,1,0,0
"optatus1","m","2.87235217690404","0.6451612903225802",1,0,0,1,1,0
"opulentia1","f","2.73908564604058","1.4852941176470589",1,1,1,1,1,0
"opus1","n","0.126108769149823","26.425480769230777",0,0,0,1,1,0
"ora1","f","0.350815056324517","6.084082397003748",1,0,0,1,0,0
"ora2","f","0.45150905594399","2.923493975903614",1,0,0,1,0,0
"oraculum1","n","1.48669848440629","4.345679012345679",1,0,0,1,1,0
"oratio1","f","0.550424082016677","23.941935483870967",1,0,1,1,0,0
"orator1","m","1.01919356523331","12.834821428571418",1,0,0,1,0,0
"orbis1","m","0.531927738399288","6.328025477707007",0,0,1,1,0,0
"Orcus1","m","2.61709512166197","2.4324324324324325",0,0,0,0,1,0
"ordo1","m","0.287389676182884","16.376344086021504",0,0,0,1,0,0
"orgia1","n","3.73908564604058","2",1,0,1,1,0,0
"oriens1","f","1.18269229751619","3.5",0,1,1,1,0,0
"origo1","f","0.919657891682396","6.491666666666666",0,0,1,1,0,0
"oriundus1","m","2.18269229751619","1.26",0,0,1,1,1,0
"ornamentum1","n","1.09862803272772","4.443396226415095",1,1,0,1,1,0
"ornatus2","m","0.968567492163343","2.043103448275862",1,0,0,1,1,0
"ornus1","f","3.36711686865362","1.9545454545454546",0,0,0,1,1,0
"orsa1","n","3.07166098512745","1.5061728395061722",1,0,0,1,0,0
"ortus2","m","0.57862097384733","3.5789473684210527",0,0,0,1,1,0
"os1","n","0.18269229751619","9.094",0,0,0,1,0,0
"os2","n","0.597729796795034","6.073333333333337",0,0,0,1,0,0
"oscillum1","n","5.82654848729092","3",0,0,1,1,1,0
"osculum1","n","1.6367239284109","5.027397260273973",0,0,0,1,1,0
"ostium1","n","1.15412314531942","4.372549019607843",0,0,1,1,1,0
"otium1","n","0.39192025965419","4.869942196531792",0,0,1,1,1,0
"ovis1","f","1.80418067426246","4.323076923076923",0,0,1,1,0,0
"ovum1","n","1.87235217690404","5.282258064516129",0,0,0,1,1,0
"pabulum1","n","1.54114626842867","4.666666666666667",1,0,0,0,1,0
"pacta1","f","1.73908564604058","0.49117647058823494",1,0,0,0,0,0
"pactum1","n","0.676801367786233","1.0760563380281691",1,0,0,0,1,0
"paenitentia1","f","2.50462039240355","3.35",1,1,1,0,0,0
"pagus1","m","2.54114626842867","2.7435897435897436",1,0,0,0,1,0
"palatium1","n","1.61709512166197","4.445945945945946",1,0,1,0,1,0
"palimpsestus1","m","5.82654848729092","1",1,1,1,0,1,0
"palla1","f","1.99365847312617","4.026315789473684",1,0,0,0,0,0
"pallium1","n","1.849268563791","2.6031746031746033",1,0,1,0,1,0
"palma1","f","0.993658473126173","4.62280701754386",1,0,0,0,0,0
"palmula1","f","4.01919356523331","3.4285714285714284",1,0,0,0,1,0
"palus1","m","1.94390543792907","1.8192090395480218",1,0,0,0,1,0
"palus2","f","1.1400479601077","3.9741100323624594",1,0,0,0,1,0
"papyrus1","f","4.01919356523331","2.7142857142857144",1,0,0,0,1,1
"Parca1","f","2.07166098512745","1.2685185185185182",1,0,0,0,0,0
"parens1","m","0.295167026774603","3.7783783783783798",1,1,0,0,0,0
"parens2","m","0.295167026774603","3.778378378378379",1,1,0,0,0,0
"paries1","m","1.12610876914982","4.653846153846154",1,1,1,0,0,0
"parma1","f","2.3029865312339","2.717391304347826",1,0,0,0,0,0
"pars1","f","0.0783556377014548","68.85813953488372",1,0,0,0,0,0
"pascor1","n","0.943905437929074","3.0621468926553677",1,0,0,1,0,0
"passer1","m","3.6566234858486","2.9444444444444446",1,1,0,0,0,0
"passus3","m","0.697265470345949","5.817857142857143",1,0,0,0,1,0
"pastor1","m","1.28738967618288","4.129032258064514",1,0,0,1,0,0
"pater1","m","0.0986280327277157","21.10141509433961",1,1,0,0,0,0
"pater2","m","0.0986280327277157","21.10141509433961",1,1,0,0,0,0
"patera1","f","1.71802403051275","1.951690821256038",1,1,0,0,0,0
"patientia1","f","1.21183864317571","2.5051020408163267",1,1,1,0,0,0
"patina1","f","3.3029865312339","2.869565217391304",1,0,1,0,0,0
"patria1","f","0.32670260020771","5.03499079189687",1,0,1,0,0,0
"patrimonium1","n","1.87235217690404","3.9838709677419355",1,0,1,1,1,0
"patrona1","f","2.69726547034595","0.785714285714285",1,0,0,1,0,0
"paulum1","n","0.39192025965419","8.300578034682081",1,0,0,0,1,0
"paulus1","m","0.32670260020771","9.441988950276244",1,0,0,0,1,0
"pauper1","m","1.11230296962479","4.514285714285714",1,1,0,0,1,0
"pavor1","m","1.41715755115321","8.576470588235294",1,0,0,1,0,0
"pax1","f","0.367116868653618","22.380681818181817",1,0,0,0,0,0
"pectus1","n","0.400283732588817","13.238372093023257",0,1,0,0,1,0
"peculatus1","m","3.01919356523331","1.7857142857142858",1,1,0,0,1,0
"peculium1","n","2.9196578916824","1.8",0,1,1,0,1,0
"pecunia1","f","0.504620392403553","18.64375",1,1,1,0,1,0
"pecus1","n","1.03213262094081","5.936936936936937",0,1,0,0,1,0
"pecus2","m","0.968567492163343","5.7844827586206895",0,1,0,0,1,0
"peditatus1","m","4.12610876914982","2.230769230769231",1,1,1,0,1,0
"pedum1","n","0.739085646040576","6.459558823529412",0,1,0,0,1,0
"pelagus1","n","1.94390543792907","6.0423728813559325",1,1,0,0,1,0
"pellis1","f","1.09862803272772","2.4150943396226414",0,1,1,0,0,0
"penis1","m","1.04518877376626","3.8363636363636364",0,1,1,0,0,0
"penna1","f","2.69726547034595","5.628571428571429",1,1,0,0,0,0
"pensum1","n","1.73908564604058","0.8406862745098042",0,1,0,0,1,0
"penuria1","f","2.43423106451216","2.9285714285714284",1,1,1,0,1,0
"peplum1","n","4.82654848729092","2.125",0,1,0,0,1,0
"percontatio1","f","4.01919356523331","1.2857142857142858",1,1,1,1,0,0
"percussor1","m","2.73908564604058","2.7941176470588234",0,1,0,1,1,0
"perduellis1","m","3.18269229751619","1.48",0,1,1,0,1,0
"perfidus1","m","1.849268563791","2.8412698412698414",0,1,1,0,1,0
"perfuga1","m","2.57862097384733","3.7938596491228074",1,1,0,0,1,0
"perfugium1","n","2.09862803272772","1.9842767295597485",0,1,1,0,1,0
"Pergama1","n","2.40028373258882","3.6744186046511627",1,1,0,0,0,0
"periculum1","n","0.310848649006873","19.715846994535518",0,1,1,0,1,0
"Persae1","m","1.69726547034595","2.6285714285714312",1,1,0,0,0,0
"Perses1","m","1.38360499144219","2.982758620689658",0,1,0,0,0,0
"persona1","f","1.3029865312339","6.983695652173913",1,1,0,1,0,0
"pes1","m","0.295167026774603","8.571171171171168",0,1,0,0,0,0
"pestilentia1","f","1.71802403051275","2.949275362318841",1,1,1,0,0,0
"pestis1","f","0.95618376770751","3.8547008547008548",0,1,1,0,0,0
"pharetra1","f","2.78215436793246","4.666666666666667",1,1,0,0,0,0
"philosophia1","f","2.12610876914982","11.461538461538462",1,0,1,1,0,0
"phoca1","f","3.6566234858486","1.8888888888888888",1,0,0,1,0,0
"Phoebe1","f","2.73908564604058","2.1029411764705883",0,1,0,1,0,0
"Phoebus1","m","2.24158598656976","10.260416666666666",0,1,0,1,1,0
"Phoenices1","m","3.18269229751619","0.74",0,1,1,1,0,0
"Phryx1","m","2.73908564604058","3.1323529411764706",0,0,0,0,0,1
"piaculum1","n","2.01919356523331","3.482142857142857",1,0,1,0,1,0
"pictura1","f","2.04518877376626","1.4909090909090903",1,0,1,0,1,0
"picus1","m","2.36711686865362","4.636363636363637",0,0,1,0,1,0
"pietas1","f","0.626876142454551","5.91156462585034",1,1,1,0,0,0
"pila1","f","1.21183864317571","1.023809523809524",1,0,1,0,0,0
"pila2","f","1.21183864317571","1.023809523809524",1,0,1,0,0,0
"pila3","f","1.21183864317571","1.023809523809524",1,0,1,0,0,0
"pilum1","n","1.01919356523331","1.4404761904761905",0,0,1,0,1,0
"pilus1","m","1.19719186721131","1.6245791245791235",0,0,1,0,1,0
"pinus1","f","2.3029865312339","4.456521739130435",0,0,1,0,1,0
"piscis1","m","1.19719186721131","6.484848484848484",0,0,1,0,0,0
"pistrinum1","n","3.3029865312339","1.6956521739130435",0,0,1,0,1,0
"plaga1","f","1.08508150088977","3.4205607476635516",1,0,0,0,0,0
"plaga2","f","1.08508150088977","3.4205607476635516",1,0,0,0,0,0
"plagiarius1","m","6.82654848729092","1",1,0,1,0,1,0
"platea1","f","2.73908564604058","1.338235294117647",1,1,0,0,0,0
"plebs1","f","0.676801367786233","30.43661971830986",0,1,0,0,0,0
"pluma1","f","2.18269229751619","3.2",1,0,0,0,1,0
"plumbum1","n","2.27195963561328","4.340425531914893",0,0,0,0,1,0
"pluvia1","f","2.04518877376626","2.172727272727273",1,0,1,0,1,0
"poculum1","n","1.27195963561328","4.202127659574468",0,0,0,1,1,0
"poena1","f","0.468996482672831","5.7876016260162615",1,1,0,1,0,0
"Poeni1","m","1.12610876914982","2.533653846153847",0,1,1,1,0,0
"Poenus1","m","0.434231064512155","5.875992063492068",0,1,0,1,1,0
"Poenus2","m","0.434231064512155","5.875992063492068",0,1,0,1,1,0
"poeta1","m","0.884033981951675","9.634146341463415",1,1,0,1,0,0
"pollex1","m","2.36711686865362","2.4431818181818183",0,1,0,1,0,0
"polus1","m","2.18269229751619","4.45",0,0,0,1,1,0
"pomum1","n","1.80418067426246","4.446153846153846",0,0,0,1,1,0
"pondus1","n","0.588143747965836","7.78476821192053",0,0,0,1,1,0
"pons1","m","0.87235217690404","5.229838709677419",0,0,0,1,0,0
"ponticulus1","m","5.50462039240355","1",0,0,1,1,1,0
"pontus1","m","0.837863800518749","4.610236220472441",0,0,0,1,1,0
"popularis1","m","0.919657891682396","3.947222222222223",1,0,1,1,1,0
"populatio1","f","2.57862097384733","8",1,0,1,1,1,0
"populus1","m","0.140047960107697","18.049352750809074",0,0,0,1,1,0
"populus2","f","0.154123145319419","18.15277777777779",0,0,0,1,1,0
"porca1","f","3.57862097384733","2.3684210526315788",1,0,0,1,0,0
"porta1","f","0.656623485848603","11.395833333333334",1,0,0,1,0,0
"porticus1","f","1.48669848440629","4.160493827160494",0,0,1,1,1,0
"portitor2","m","3.18269229751619","0.88",0,0,1,1,0,0
"portus1","m","0.477820333059837","9.549079754601227",0,0,0,1,1,0
"postis1","m","1.9196578916824","2.875",0,0,1,1,0,0
"potentia1","f","1.21183864317571","3.3605442176870746",1,1,1,1,0,0
"potio1","f","2.04518877376626","8.024242424242424",0,0,1,1,0,0
"potus2","m","1.00636952487573","6.769911504424779",0,0,0,1,1,0
"praeceps1","f","0.617095121661965","2.4493243243243272",1,1,0,0,0,0
"praeceps2","f","0.617095121661965","2.449324324324324",1,1,0,0,0,0
"praeceptum1","n","0.656623485848603","3.1481481481481475",1,1,0,0,1,0
"praeco1","m","1.38360499144219","2.829501915708812",1,1,0,1,0,0
"praeconium1","n","1.67680136778623","1.0234741784037558",1,1,1,1,1,0
"praeda1","f","0.48669848440629","10.226337448559672",1,1,0,0,0,0
